title,first_week_audience,first_day_screen,drama,action,comedy,fantasy.SF,advanture,criminal.thrill,traditional,romance,animation,documentary,horror,family,war,etc,series,holiday,actors,director,distributor_value,aud_18,korea,usa,first_day_aud
벤허,972924,1138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,1,0,302734
더폰,977631,1454,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,249020
임금님의사건수첩,982757,1900,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,204667
빅히어로,983549,1320,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,176871
해빙,983983,1630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,1,476506
셜록유령신부,993249,1722,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,665162
킹스맨시크릿에이전트,993904,1061,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,166155
에이리언커버넌트,1018730,1610,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,1,362373
인사이드아웃,1022890,1051,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,166315
스파이,1039004,1300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,188723
두근두근내인생,1055898,1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,176134
레버넌트죽음에서돌아온자,1056852,1523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,259367
샌안드레아스,1068952,1483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,199041
브이아이피,1086262,1748,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,2,2,1,1,0,341638
해무(海霧),1086549,1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,1,1,0,346687
매드맥스분노의도로,1091516,1561,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,241379
인디펜던스데이리써전스,1121991,1717,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,286802
악의연대기,1122618,1408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,296140
특별시민,1136198,2286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,1,305510
도리를찾아서,1136675,1481,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,162908
콩스컬아일랜드,1140140,1601,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,188145
굿바이싱글,1151003,1337,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,1,256035
오늘의연애,1152830,1175,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,1,0,294805
미스페레그린과이상한아이들의집,1162431,977,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,1,146754
겟아웃,1189549,1153,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,201027
강남1970,1192642,1380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,1,1,0,291904
23아이덴티티,1196692,1154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,268063
마이펫의이중생활,1200995,1203,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,347114
조선명탐정사라진놉의딸,1207336,1506,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17,1,3,0,1,0,231929
드래곤길들이기2,1208255,1354,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,166705
메이즈러너스코치트라이얼,1234341,1402,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,1,237867
재심,1242628,1516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,267547
로건,1246147,1666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,1,446883
봉이김선달,1247197,1507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,269290
형,1285809,1677,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,233268
미니언즈,1310042,1255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,376549
테이큰3,1341953,1212,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,2,0,0,1,662563
007스펙터,1344283,2056,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,356520
루시,1349335,958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,1,0,1,272932
스물,1351838,1615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,283956
표적,1354563,1186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,3,0,0,1,267466
스타워즈깨어난포스,1358938,1805,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,338231
노아,1365808,1644,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,1,373571
분노의질주더세븐,1374479,1606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,1,0,0,1,261860
박열,1398071,1912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,362463
조작된도시,1435368,1596,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,362610
탐정더비기닝,1439262,980,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,3,0,0,1,170395
너의이름은.,1488014,1335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,344730
호빗다섯군대전투,1509978,1826,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,0,1,343218
보스베이비,1517231,1662,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,442620
원더우먼,1545032,1854,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,327174
극비수사,1595084,1492,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,3,3,0,1,0,393967
배트맨대슈퍼맨저스티스의시작,1599862,3247,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,1,0,466842
앤트맨,1603683,1744,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,396365
수어사이드스쿼드,1608378,1556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,654993
프리즌,1619570,1851,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,3,1,0,1,470714
신의한수,1631348,1380,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,3,1,1,0,456881
기술자들,1640250,1255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,3,0,1,0,761071
보안관,1651585,1427,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,1,422723
캡틴아메리카윈터솔져,1683082,1933,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,303558
분노의질주더익스트림,1689493,2533,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,0,1,0,1,0,371370
슈퍼배드3,1732764,1622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,373000
덩케르크,1742682,2497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,478307
캐리비안의해적죽은자는말이없다,1742709,2666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,371226
판도라,1785371,2103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,2,0,1,0,337955
귀향,1797240,1041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303970
엑스맨아포칼립스,1845192,2398,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,0,0,474561
쿵푸팬더3,1863589,2303,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,439576
연평해전,1873003,1384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,1,332907
어메이징스파이더맨2,1889400,2340,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,372226
터미네이터제니시스,1895339,2177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,1,533984
히말라야,1896771,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,3,0,1,0,420832
제이슨본,1927661,1542,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,525779
트랜스포머최후의기사,1930808,3450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,3,0,1,0,484567
혹성탈출반격의서막,1953525,1643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,1,0,460349
데드풀,1965321,1854,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,642574
국제시장,1977222,1885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,3,0,0,1,416356
가디언즈오브갤럭시VOL.2,2009286,2320,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,840007
나우유씨미2,2063171,1730,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,3,0,0,0,657688
타짜-신의손,2077176,1557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,3,1,1,0,356260
사도,2105432,2313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,7,3,0,0,0,488073
아수라,2156628,2452,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,2,3,1,0,1,734132
엣지오브투모로우,2172885,1386,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,704537
더킹,2173139,2272,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,2,0,1,0,541017
엑스맨데이즈오브퓨처패스트,2174842,1802,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2,0,1,0,583442
검은사제들,2183079,1721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,3,0,1,0,471363
마션,2184365,2076,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,821873
덕혜옹주,2209008,1545,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,3,0,1,0,536089
쥬라기월드,2230919,2126,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,587590
신비한동물사전,2238617,2351,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,519347
내부자들,2263674,1861,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,3,1,0,1,628251
해적바다로간산적,2329907,1581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,1,563642
아가씨,2367281,2085,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2,3,1,0,0,560763
역린,2461508,1942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,3,0,0,1,653407
미이라,2490408,2383,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,1088233
밀정,2677678,2467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,0,1,0,566403
럭키,2685607,1845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0,0,1,675721
인터스텔라,2687135,2228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,1,572897
닥터스트레인지,2711347,2993,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,782065
청년경찰,2735797,2167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,622378
트랜스포머사라진시대,2966999,3055,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,1,786762
곡성,3024092,2377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2,2,0,1,0,896217
마스터,3525592,2889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,3,0,1,0,763624
터널,3533426,1674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,0,1,760172
미션임파서블로그네이션,3563337,2373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,3,0,0,1,971976
인천상륙작전,3584426,1805,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,3,0,0,0,831671
베테랑,3590029,1899,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,3,0,0,1,844547
군도민란의시대,3643920,2523,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,3,0,0,0,984932
스파이더맨홈커밍,4086159,3436,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,957304
암살,4195807,2594,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,1,926955
어벤져스에이지오브울트론,4319489,3498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,1,0,1275470
캡틴아메리카시빌워,4446713,3673,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,1203236
군함도,4937342,3988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,3,0,1,0,1552150
택시운전사,5407925,2999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,1436582
검사외전,5469383,2686,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,3,0,0,0,1006364
부산행,6236450,3184,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,2101324
명량,6626792,2361,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,2,3,0,0,1,1410271
